entity,entity_type,metric,value,period,source
BOC,standalone,Profit After Tax,6.1,2019-Q1,rbnz-dashboard
BOC,standalone,Total Assets,2052.4,2019-Q1,rbnz-dashboard
BOC,standalone,Cash Position,200.4,2019-Q1,rbnz-dashboard
BOC,standalone,Net Loans and Advances,1676.5,2019-Q1,rbnz-dashboard
BOC,standalone,Deposits,764.2,2019-Q1,rbnz-dashboard
BOC,standalone,Equity,225.3,2019-Q1,rbnz-dashboard
BOC,standalone,Core Funding Ratio (CFR),92.9,2019-Q1,rbnz-dashboard
BOC,standalone,1-Month Mismatch Ratio,7.8,2019-Q1,rbnz-dashboard
BOC,standalone,1-Week Mismatch Ratio,8.2,2019-Q1,rbnz-dashboard
BOC,standalone,Top 5 Non-Bank Credit Exposures,165.9,2019-Q1,rbnz-dashboard
BOC,standalone,Top 5 Bank Credit Exposures,23.3,2019-Q1,rbnz-dashboard
BOC,standalone,Bank Exposures ≥10% of CET1,1,2019-Q1,rbnz-dashboard
BOC Group,group,Total Capital Ratio,,2019-Q1,rbnz-dashboard
BOC Group,group,CET1 Ratio,,2019-Q1,rbnz-dashboard
BOC Group,group,Tier 1 Capital Ratio,,2019-Q1,rbnz-dashboard
BOC Group,group,Total Risk-Weighted Assets,,2019-Q1,rbnz-dashboard
BOC Group,group,Total Non-Performing Loans,31.8,2019-Q1,rbnz-dashboard
BOC Group,group,NPL Ratio,1.5,2019-Q1,rbnz-dashboard
BOC Group,group,Individual Provisions,19,2019-Q1,rbnz-dashboard
BOC Group,group,Collective Provisions,6.5,2019-Q1,rbnz-dashboard
BOC Group,group,Return on Assets,1,2019-Q1,rbnz-dashboard
BOC Group,group,Return on Equity,10.6,2019-Q1,rbnz-dashboard
BOC Group,group,NIM,1.6,2019-Q1,rbnz-dashboard
BOC Group,group,Net Interest Income,9.1,2019-Q1,rbnz-dashboard
BOC Group,group,Trading and Hedging Gains,0.4,2019-Q1,rbnz-dashboard
BOC Group,group,Fees and Commission Income,1.8,2019-Q1,rbnz-dashboard
BOC Group,group,Other Income,0,2019-Q1,rbnz-dashboard
BOC Group,group,Operating Expenses,4.2,2019-Q1,rbnz-dashboard
BOC Group,group,Profit After Tax,5.8,2019-Q1,rbnz-dashboard
BOC Group,group,Total Assets,2433.5,2019-Q1,rbnz-dashboard
BOC Group,group,Cash Position,231.5,2019-Q1,rbnz-dashboard
BOC Group,group,Net Loans and Advances,2024.2,2019-Q1,rbnz-dashboard
BOC Group,group,Deposits,764.8,2019-Q1,rbnz-dashboard
BOC Group,group,Equity,223.8,2019-Q1,rbnz-dashboard
BOC Group,group,Core Funding Ratio (CFR),,2019-Q1,rbnz-dashboard
BOC Group,group,1-Month Mismatch Ratio,,2019-Q1,rbnz-dashboard
BOC Group,group,1-Week Mismatch Ratio,,2019-Q1,rbnz-dashboard
BOC Group,group,Top 5 Non-Bank Credit Exposures,,2019-Q1,rbnz-dashboard
BOC Group,group,Top 5 Bank Credit Exposures,,2019-Q1,rbnz-dashboard
BOC Group,group,Bank Exposures ≥10% of CET1,,2019-Q1,rbnz-dashboard
BOI,standalone,Total Capital Ratio,71.3,2019-Q1,rbnz-dashboard
BOI,standalone,CET1 Ratio,71.3,2019-Q1,rbnz-dashboard
BOI,standalone,Tier 1 Capital Ratio,71.3,2019-Q1,rbnz-dashboard
BOI,standalone,Total Risk-Weighted Assets,77.2,2019-Q1,rbnz-dashboard
BOI,standalone,Total Non-Performing Loans,,2019-Q1,rbnz-dashboard
BOI,standalone,NPL Ratio,,2019-Q1,rbnz-dashboard
BOI,standalone,Individual Provisions,,2019-Q1,rbnz-dashboard
BOI,standalone,Collective Provisions,0.3,2019-Q1,rbnz-dashboard
BOI,standalone,Return on Assets,1,2019-Q1,rbnz-dashboard
BOI,standalone,Return on Equity,1.7,2019-Q1,rbnz-dashboard
BOI,standalone,NIM,4,2019-Q1,rbnz-dashboard
BOI,standalone,Net Interest Income,0.9,2019-Q1,rbnz-dashboard
BOI,standalone,Trading and Hedging Gains,0.1,2019-Q1,rbnz-dashboard
BOI,standalone,Fees and Commission Income,0,2019-Q1,rbnz-dashboard
BOI,standalone,Other Income,0,2019-Q1,rbnz-dashboard
BOI,standalone,Operating Expenses,0.7,2019-Q1,rbnz-dashboard
BOI,standalone,Profit After Tax,0.2,2019-Q1,rbnz-dashboard
BOI,standalone,Total Assets,89,2019-Q1,rbnz-dashboard
BOI,standalone,Cash Position,17.5,2019-Q1,rbnz-dashboard
BOI,standalone,Net Loans and Advances,70.5,2019-Q1,rbnz-dashboard
BOI,standalone,Deposits,33.4,2019-Q1,rbnz-dashboard
BOI,standalone,Equity,55.2,2019-Q1,rbnz-dashboard
BOI,standalone,Core Funding Ratio (CFR),107.6,2019-Q1,rbnz-dashboard
BOI,standalone,1-Month Mismatch Ratio,34,2019-Q1,rbnz-dashboard
BOI,standalone,1-Week Mismatch Ratio,33,2019-Q1,rbnz-dashboard
BOI,standalone,Top 5 Non-Bank Credit Exposures,79,2019-Q1,rbnz-dashboard
BOI,standalone,Top 5 Bank Credit Exposures,31.2,2019-Q1,rbnz-dashboard
BOI,standalone,Bank Exposures ≥10% of CET1,1,2019-Q1,rbnz-dashboard
CBA Group,group,Total Capital Ratio,,2019-Q1,rbnz-dashboard
CBA Group,group,CET1 Ratio,,2019-Q1,rbnz-dashboard
CBA Group,group,Tier 1 Capital Ratio,,2019-Q1,rbnz-dashboard
CBA Group,group,Total Risk-Weighted Assets,,2019-Q1,rbnz-dashboard
CBA Group,group,Total Non-Performing Loans,523.8,2019-Q1,rbnz-dashboard
CBA Group,group,NPL Ratio,0.6,2019-Q1,rbnz-dashboard
CBA Group,group,Individual Provisions,67.7,2019-Q1,rbnz-dashboard
CBA Group,group,Collective Provisions,336.2,2019-Q1,rbnz-dashboard
CBA Group,group,Return on Assets,1.3,2019-Q1,rbnz-dashboard
CBA Group,group,Return on Equity,16.2,2019-Q1,rbnz-dashboard
CBA Group,group,NIM,2,2019-Q1,rbnz-dashboard
CBA Group,group,Net Interest Income,514.3,2019-Q1,rbnz-dashboard
CBA Group,group,Trading and Hedging Gains,23.9,2019-Q1,rbnz-dashboard
CBA Group,group,Fees and Commission Income,131.7,2019-Q1,rbnz-dashboard
CBA Group,group,Other Income,48.1,2019-Q1,rbnz-dashboard
CBA Group,group,Operating Expenses,241.1,2019-Q1,rbnz-dashboard
CBA Group,group,Profit After Tax,328.9,2019-Q1,rbnz-dashboard
CBA Group,group,Total Assets,105388,2019-Q1,rbnz-dashboard
CBA Group,group,Cash Position,1465.3,2019-Q1,rbnz-dashboard
CBA Group,group,Net Loans and Advances,89608.4,2019-Q1,rbnz-dashboard
CBA Group,group,Deposits,61566.1,2019-Q1,rbnz-dashboard
CBA Group,group,Equity,7633.5,2019-Q1,rbnz-dashboard
CBA Group,group,Core Funding Ratio (CFR),,2019-Q1,rbnz-dashboard
CBA Group,group,1-Month Mismatch Ratio,,2019-Q1,rbnz-dashboard
CBA Group,group,1-Week Mismatch Ratio,,2019-Q1,rbnz-dashboard
CBA Group,group,Top 5 Non-Bank Credit Exposures,,2019-Q1,rbnz-dashboard
CBA Group,group,Top 5 Bank Credit Exposures,,2019-Q1,rbnz-dashboard
CBA Group,group,Bank Exposures ≥10% of CET1,,2019-Q1,rbnz-dashboard
CCB,standalone,Total Capital Ratio,21.9,2019-Q1,rbnz-dashboard
CCB,standalone,CET1 Ratio,20.4,2019-Q1,rbnz-dashboard
CCB,standalone,Tier 1 Capital Ratio,20.4,2019-Q1,rbnz-dashboard
CCB,standalone,Total Risk-Weighted Assets,1050.3,2019-Q1,rbnz-dashboard
CCB,standalone,Total Non-Performing Loans,,2019-Q1,rbnz-dashboard
CCB,standalone,NPL Ratio,,2019-Q1,rbnz-dashboard
CCB,standalone,Individual Provisions,,2019-Q1,rbnz-dashboard
CCB,standalone,Collective Provisions,4.5,2019-Q1,rbnz-dashboard
CCB,standalone,Return on Assets,0.3,2019-Q1,rbnz-dashboard
CCB,standalone,Return on Equity,2.3,2019-Q1,rbnz-dashboard
CCB,standalone,NIM,1.4,2019-Q1,rbnz-dashboard
CCB,standalone,Net Interest Income,5.4,2019-Q1,rbnz-dashboard
CCB,standalone,Trading and Hedging Gains,-2.3,2019-Q1,rbnz-dashboard
CCB,standalone,Fees and Commission Income,0.7,2019-Q1,rbnz-dashboard
CCB,standalone,Other Income,1.5,2019-Q1,rbnz-dashboard
CCB,standalone,Operating Expenses,3.7,2019-Q1,rbnz-dashboard
CCB,standalone,Profit After Tax,1.2,2019-Q1,rbnz-dashboard
CCB,standalone,Total Assets,1602.9,2019-Q1,rbnz-dashboard
CCB,standalone,Cash Position,383.3,2019-Q1,rbnz-dashboard
CCB,standalone,Net Loans and Advances,1022.4,2019-Q1,rbnz-dashboard
CCB,standalone,Deposits,229,2019-Q1,rbnz-dashboard
CCB,standalone,Equity,215.8,2019-Q1,rbnz-dashboard
CCB,standalone,Core Funding Ratio (CFR),122.9,2019-Q1,rbnz-dashboard
CCB,standalone,1-Month Mismatch Ratio,33.2,2019-Q1,rbnz-dashboard
CCB,standalone,1-Week Mismatch Ratio,11.6,2019-Q1,rbnz-dashboard
CCB,standalone,Top 5 Non-Bank Credit Exposures,122.7,2019-Q1,rbnz-dashboard
CCB,standalone,Top 5 Bank Credit Exposures,162.9,2019-Q1,rbnz-dashboard
CCB,standalone,Bank Exposures ≥10% of CET1,5,2019-Q1,rbnz-dashboard
CCB Group,group,Total Capital Ratio,,2019-Q1,rbnz-dashboard
CCB Group,group,CET1 Ratio,,2019-Q1,rbnz-dashboard
CCB Group,group,Tier 1 Capital Ratio,,2019-Q1,rbnz-dashboard
CCB Group,group,Total Risk-Weighted Assets,,2019-Q1,rbnz-dashboard
CCB Group,group,Total Non-Performing Loans,,2019-Q1,rbnz-dashboard
CCB Group,group,NPL Ratio,,2019-Q1,rbnz-dashboard
CCB Group,group,Individual Provisions,,2019-Q1,rbnz-dashboard
CCB Group,group,Collective Provisions,6.1,2019-Q1,rbnz-dashboard
CCB Group,group,Return on Assets,0.6,2019-Q1,rbnz-dashboard
CCB Group,group,Return on Equity,7.5,2019-Q1,rbnz-dashboard
CCB Group,group,NIM,1.3,2019-Q1,rbnz-dashboard
CCB Group,group,Net Interest Income,7.7,2019-Q1,rbnz-dashboard
CCB Group,group,Trading and Hedging Gains,0,2019-Q1,rbnz-dashboard
CCB Group,group,Fees and Commission Income,1.2,2019-Q1,rbnz-dashboard
CCB Group,group,Other Income,0,2019-Q1,rbnz-dashboard
CCB Group,group,Operating Expenses,3.7,2019-Q1,rbnz-dashboard
CCB Group,group,Profit After Tax,4,2019-Q1,rbnz-dashboard
CCB Group,group,Total Assets,2587.2,2019-Q1,rbnz-dashboard
CCB Group,group,Cash Position,386.3,2019-Q1,rbnz-dashboard
CCB Group,group,Net Loans and Advances,1972.1,2019-Q1,rbnz-dashboard
CCB Group,group,Deposits,304.4,2019-Q1,rbnz-dashboard
CCB Group,group,Equity,215.6,2019-Q1,rbnz-dashboard
CCB Group,group,Core Funding Ratio (CFR),,2019-Q1,rbnz-dashboard
CCB Group,group,1-Month Mismatch Ratio,,2019-Q1,rbnz-dashboard
CCB Group,group,1-Week Mismatch Ratio,,2019-Q1,rbnz-dashboard
CCB Group,group,Top 5 Non-Bank Credit Exposures,,2019-Q1,rbnz-dashboard
CCB Group,group,Top 5 Bank Credit Exposures,,2019-Q1,rbnz-dashboard
CCB Group,group,Bank Exposures ≥10% of CET1,,2019-Q1,rbnz-dashboard
Co-op,standalone,Total Capital Ratio,17.1,2019-Q1,rbnz-dashboard
Co-op,standalone,CET1 Ratio,14.6,2019-Q1,rbnz-dashboard
Co-op,standalone,Tier 1 Capital Ratio,14.6,2019-Q1,rbnz-dashboard
Co-op,standalone,Total Risk-Weighted Assets,1311.9,2019-Q1,rbnz-dashboard
Co-op,standalone,Total Non-Performing Loans,8.6,2019-Q1,rbnz-dashboard
Co-op,standalone,NPL Ratio,0.4,2019-Q1,rbnz-dashboard
Co-op,standalone,Individual Provisions,0.5,2019-Q1,rbnz-dashboard
Co-op,standalone,Collective Provisions,5.7,2019-Q1,rbnz-dashboard
Co-op,standalone,Return on Assets,0.1,2019-Q1,rbnz-dashboard
Co-op,standalone,Return on Equity,2,2019-Q1,rbnz-dashboard
Co-op,standalone,NIM,2.3,2019-Q1,rbnz-dashboard
Co-op,standalone,Net Interest Income,15.8,2019-Q1,rbnz-dashboard
Co-op,standalone,Trading and Hedging Gains,0.1,2019-Q1,rbnz-dashboard
Co-op,standalone,Fees and Commission Income,2.4,2019-Q1,rbnz-dashboard
Co-op,standalone,Other Income,1.4,2019-Q1,rbnz-dashboard
Co-op,standalone,Operating Expenses,17.4,2019-Q1,rbnz-dashboard
Co-op,standalone,Profit After Tax,1,2019-Q1,rbnz-dashboard
Co-op,standalone,Total Assets,2785.7,2019-Q1,rbnz-dashboard
Co-op,standalone,Cash Position,21,2019-Q1,rbnz-dashboard
Co-op,standalone,Net Loans and Advances,2460.5,2019-Q1,rbnz-dashboard
Co-op,standalone,Deposits,2320.4,2019-Q1,rbnz-dashboard
Co-op,standalone,Equity,197.7,2019-Q1,rbnz-dashboard
Co-op,standalone,Core Funding Ratio (CFR),103.5,2019-Q1,rbnz-dashboard
Co-op,standalone,1-Month Mismatch Ratio,16.3,2019-Q1,rbnz-dashboard
Co-op,standalone,1-Week Mismatch Ratio,13,2019-Q1,rbnz-dashboard
Co-op,standalone,Top 5 Non-Bank Credit Exposures,25.2,2019-Q1,rbnz-dashboard
Co-op,standalone,Top 5 Bank Credit Exposures,33.5,2019-Q1,rbnz-dashboard
Co-op,standalone,Bank Exposures ≥10% of CET1,2,2019-Q1,rbnz-dashboard
Heartland,standalone,Total Capital Ratio,13.1,2019-Q1,rbnz-dashboard
Heartland,standalone,CET1 Ratio,13.1,2019-Q1,rbnz-dashboard
Heartland,standalone,Tier 1 Capital Ratio,13.1,2019-Q1,rbnz-dashboard
Heartland,standalone,Total Risk-Weighted Assets,3985.9,2019-Q1,rbnz-dashboard
Heartland,standalone,Total Non-Performing Loans,78.4,2019-Q1,rbnz-dashboard
Heartland,standalone,NPL Ratio,2.2,2019-Q1,rbnz-dashboard
Heartland,standalone,Individual Provisions,6.3,2019-Q1,rbnz-dashboard
Heartland,standalone,Collective Provisions,50.4,2019-Q1,rbnz-dashboard
Heartland,standalone,Return on Assets,1.8,2019-Q1,rbnz-dashboard
Heartland,standalone,Return on Equity,12.3,2019-Q1,rbnz-dashboard
Heartland,standalone,NIM,4.7,2019-Q1,rbnz-dashboard
Heartland,standalone,Net Interest Income,45,2019-Q1,rbnz-dashboard
Heartland,standalone,Trading and Hedging Gains,0,2019-Q1,rbnz-dashboard
Heartland,standalone,Fees and Commission Income,0.8,2019-Q1,rbnz-dashboard
Heartland,standalone,Other Income,2.4,2019-Q1,rbnz-dashboard
Heartland,standalone,Operating Expenses,19.3,2019-Q1,rbnz-dashboard
Heartland,standalone,Profit After Tax,18,2019-Q1,rbnz-dashboard
Heartland,standalone,Total Assets,4053.8,2019-Q1,rbnz-dashboard
Heartland,standalone,Cash Position,84.5,2019-Q1,rbnz-dashboard
Heartland,standalone,Net Loans and Advances,3488.1,2019-Q1,rbnz-dashboard
Heartland,standalone,Deposits,3001,2019-Q1,rbnz-dashboard
Heartland,standalone,Equity,587.1,2019-Q1,rbnz-dashboard
Heartland,standalone,Core Funding Ratio (CFR),96.7,2019-Q1,rbnz-dashboard
Heartland,standalone,1-Month Mismatch Ratio,9,2019-Q1,rbnz-dashboard
Heartland,standalone,1-Week Mismatch Ratio,7.8,2019-Q1,rbnz-dashboard
Heartland,standalone,Top 5 Non-Bank Credit Exposures,23.3,2019-Q1,rbnz-dashboard
Heartland,standalone,Top 5 Bank Credit Exposures,16.6,2019-Q1,rbnz-dashboard
Heartland,standalone,Bank Exposures ≥10% of CET1,,2019-Q1,rbnz-dashboard
ICBC,standalone,Total Capital Ratio,18.2,2019-Q1,rbnz-dashboard
ICBC,standalone,CET1 Ratio,14.6,2019-Q1,rbnz-dashboard
ICBC,standalone,Tier 1 Capital Ratio,14.6,2019-Q1,rbnz-dashboard
ICBC,standalone,Total Risk-Weighted Assets,1570.4,2019-Q1,rbnz-dashboard
ICBC,standalone,Total Non-Performing Loans,34.5,2019-Q1,rbnz-dashboard
ICBC,standalone,NPL Ratio,2.1,2019-Q1,rbnz-dashboard
ICBC,standalone,Individual Provisions,20,2019-Q1,rbnz-dashboard
ICBC,standalone,Collective Provisions,6.1,2019-Q1,rbnz-dashboard
ICBC,standalone,Return on Assets,0.8,2019-Q1,rbnz-dashboard
ICBC,standalone,Return on Equity,7.2,2019-Q1,rbnz-dashboard
ICBC,standalone,NIM,1.6,2019-Q1,rbnz-dashboard
ICBC,standalone,Net Interest Income,8.6,2019-Q1,rbnz-dashboard
ICBC,standalone,Trading and Hedging Gains,0.1,2019-Q1,rbnz-dashboard
ICBC,standalone,Fees and Commission Income,0.4,2019-Q1,rbnz-dashboard
ICBC,standalone,Other Income,0,2019-Q1,rbnz-dashboard
ICBC,standalone,Operating Expenses,4.3,2019-Q1,rbnz-dashboard
ICBC,standalone,Profit After Tax,4.2,2019-Q1,rbnz-dashboard
ICBC,standalone,Total Assets,2137.5,2019-Q1,rbnz-dashboard
ICBC,standalone,Cash Position,206.9,2019-Q1,rbnz-dashboard
ICBC,standalone,Net Loans and Advances,1632.3,2019-Q1,rbnz-dashboard
ICBC,standalone,Deposits,772.3,2019-Q1,rbnz-dashboard
ICBC,standalone,Equity,238.3,2019-Q1,rbnz-dashboard
ICBC,standalone,Core Funding Ratio (CFR),85.5,2019-Q1,rbnz-dashboard
ICBC,standalone,1-Month Mismatch Ratio,10.6,2019-Q1,rbnz-dashboard
ICBC,standalone,1-Week Mismatch Ratio,9.4,2019-Q1,rbnz-dashboard
ICBC,standalone,Top 5 Non-Bank Credit Exposures,214,2019-Q1,rbnz-dashboard
ICBC,standalone,Top 5 Bank Credit Exposures,91.5,2019-Q1,rbnz-dashboard
ICBC,standalone,Bank Exposures ≥10% of CET1,4,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Total Capital Ratio,14.9,2019-Q1,rbnz-dashboard
Kiwibank,standalone,CET1 Ratio,12.7,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Tier 1 Capital Ratio,14,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Total Risk-Weighted Assets,11483.8,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Total Non-Performing Loans,20,2019-Q1,rbnz-dashboard
Kiwibank,standalone,NPL Ratio,0.1,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Individual Provisions,4,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Collective Provisions,34.6,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Return on Assets,0.5,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Return on Equity,6.7,2019-Q1,rbnz-dashboard
Kiwibank,standalone,NIM,2,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Net Interest Income,108.8,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Trading and Hedging Gains,0.9,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Fees and Commission Income,33.6,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Other Income,6.7,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Operating Expenses,111.5,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Profit After Tax,25.4,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Total Assets,22513.8,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Cash Position,636.1,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Net Loans and Advances,19942,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Deposits,17689.8,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Equity,1540.5,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Core Funding Ratio (CFR),89.4,2019-Q1,rbnz-dashboard
Kiwibank,standalone,1-Month Mismatch Ratio,8.3,2019-Q1,rbnz-dashboard
Kiwibank,standalone,1-Week Mismatch Ratio,8,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Top 5 Non-Bank Credit Exposures,10.5,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Top 5 Bank Credit Exposures,45.9,2019-Q1,rbnz-dashboard
Kiwibank,standalone,Bank Exposures ≥10% of CET1,2,2019-Q1,rbnz-dashboard
Rabo Group,group,Total Capital Ratio,,2019-Q1,rbnz-dashboard
Rabo Group,group,CET1 Ratio,,2019-Q1,rbnz-dashboard
Rabo Group,group,Tier 1 Capital Ratio,,2019-Q1,rbnz-dashboard
Rabo Group,group,Total Risk-Weighted Assets,,2019-Q1,rbnz-dashboard
Rabo Group,group,Total Non-Performing Loans,255.4,2019-Q1,rbnz-dashboard
Rabo Group,group,NPL Ratio,1.9,2019-Q1,rbnz-dashboard
Rabo Group,group,Individual Provisions,8.2,2019-Q1,rbnz-dashboard
Rabo Group,group,Collective Provisions,32.8,2019-Q1,rbnz-dashboard
Rabo Group,group,Return on Assets,0.9,2019-Q1,rbnz-dashboard
Rabo Group,group,Return on Equity,7.9,2019-Q1,rbnz-dashboard
Rabo Group,group,NIM,2.2,2019-Q1,rbnz-dashboard
Rabo Group,group,Net Interest Income,84.8,2019-Q1,rbnz-dashboard
Rabo Group,group,Trading and Hedging Gains,1,2019-Q1,rbnz-dashboard
Rabo Group,group,Fees and Commission Income,0.1,2019-Q1,rbnz-dashboard
Rabo Group,group,Other Income,0.1,2019-Q1,rbnz-dashboard
Rabo Group,group,Operating Expenses,29.3,2019-Q1,rbnz-dashboard
Rabo Group,group,Profit After Tax,36.7,2019-Q1,rbnz-dashboard
Rabo Group,group,Total Assets,16642.6,2019-Q1,rbnz-dashboard
Rabo Group,group,Cash Position,2715.2,2019-Q1,rbnz-dashboard
Rabo Group,group,Net Loans and Advances,13072.5,2019-Q1,rbnz-dashboard
Rabo Group,group,Deposits,5198.4,2019-Q1,rbnz-dashboard
Rabo Group,group,Equity,1907,2019-Q1,rbnz-dashboard
Rabo Group,group,Core Funding Ratio (CFR),,2019-Q1,rbnz-dashboard
Rabo Group,group,1-Month Mismatch Ratio,,2019-Q1,rbnz-dashboard
Rabo Group,group,1-Week Mismatch Ratio,,2019-Q1,rbnz-dashboard
Rabo Group,group,Top 5 Non-Bank Credit Exposures,,2019-Q1,rbnz-dashboard
Rabo Group,group,Top 5 Bank Credit Exposures,,2019-Q1,rbnz-dashboard
Rabo Group,group,Bank Exposures ≥10% of CET1,,2019-Q1,rbnz-dashboard
Rabobank,standalone,Total Capital Ratio,13.3,2019-Q1,rbnz-dashboard
Rabobank,standalone,CET1 Ratio,13.3,2019-Q1,rbnz-dashboard
Rabobank,standalone,Tier 1 Capital Ratio,13.3,2019-Q1,rbnz-dashboard
Rabobank,standalone,Total Risk-Weighted Assets,11910.8,2019-Q1,rbnz-dashboard
Rabobank,standalone,Total Non-Performing Loans,255.4,2019-Q1,rbnz-dashboard
Rabobank,standalone,NPL Ratio,2.4,2019-Q1,rbnz-dashboard
Rabobank,standalone,Individual Provisions,8.2,2019-Q1,rbnz-dashboard
Rabobank,standalone,Collective Provisions,31.4,2019-Q1,rbnz-dashboard
Rabobank,standalone,Return on Assets,0.8,2019-Q1,rbnz-dashboard
Rabobank,standalone,Return on Equity,6.1,2019-Q1,rbnz-dashboard
Rabobank,standalone,NIM,2.1,2019-Q1,rbnz-dashboard
Rabobank,standalone,Net Interest Income,63.5,2019-Q1,rbnz-dashboard
Rabobank,standalone,Trading and Hedging Gains,0,2019-Q1,rbnz-dashboard
Rabobank,standalone,Fees and Commission Income,0.3,2019-Q1,rbnz-dashboard
Rabobank,standalone,Other Income,0.1,2019-Q1,rbnz-dashboard
Rabobank,standalone,Operating Expenses,26.5,2019-Q1,rbnz-dashboard
Rabobank,standalone,Profit After Tax,24.1,2019-Q1,rbnz-dashboard
Rabobank,standalone,Total Assets,12199.9,2019-Q1,rbnz-dashboard
Rabobank,standalone,Cash Position,875.5,2019-Q1,rbnz-dashboard
Rabobank,standalone,Net Loans and Advances,10656.1,2019-Q1,rbnz-dashboard
Rabobank,standalone,Deposits,4445.2,2019-Q1,rbnz-dashboard
Rabobank,standalone,Equity,1603.7,2019-Q1,rbnz-dashboard
Rabobank,standalone,Core Funding Ratio (CFR),88.5,2019-Q1,rbnz-dashboard
Rabobank,standalone,1-Month Mismatch Ratio,6.7,2019-Q1,rbnz-dashboard
Rabobank,standalone,1-Week Mismatch Ratio,6.5,2019-Q1,rbnz-dashboard
Rabobank,standalone,Top 5 Non-Bank Credit Exposures,20.1,2019-Q1,rbnz-dashboard
Rabobank,standalone,Top 5 Bank Credit Exposures,23.8,2019-Q1,rbnz-dashboard
Rabobank,standalone,Bank Exposures ≥10% of CET1,1,2019-Q1,rbnz-dashboard
SBS,standalone,Total Capital Ratio,14.2,2019-Q1,rbnz-dashboard
SBS,standalone,CET1 Ratio,11.4,2019-Q1,rbnz-dashboard
SBS,standalone,Tier 1 Capital Ratio,11.4,2019-Q1,rbnz-dashboard
SBS,standalone,Total Risk-Weighted Assets,2693.9,2019-Q1,rbnz-dashboard
SBS,standalone,Total Non-Performing Loans,14.3,2019-Q1,rbnz-dashboard
SBS,standalone,NPL Ratio,0.4,2019-Q1,rbnz-dashboard
SBS,standalone,Individual Provisions,1.9,2019-Q1,rbnz-dashboard
SBS,standalone,Collective Provisions,27.4,2019-Q1,rbnz-dashboard
SBS,standalone,Return on Assets,0.6,2019-Q1,rbnz-dashboard
SBS,standalone,Return on Equity,8.1,2019-Q1,rbnz-dashboard
SBS,standalone,NIM,2.5,2019-Q1,rbnz-dashboard
SBS,standalone,Net Interest Income,28.7,2019-Q1,rbnz-dashboard
SBS,standalone,Trading and Hedging Gains,0.2,2019-Q1,rbnz-dashboard
SBS,standalone,Fees and Commission Income,3.5,2019-Q1,rbnz-dashboard
SBS,standalone,Other Income,5.8,2019-Q1,rbnz-dashboard
SBS,standalone,Operating Expenses,25.2,2019-Q1,rbnz-dashboard
SBS,standalone,Profit After Tax,6.4,2019-Q1,rbnz-dashboard
SBS,standalone,Total Assets,4754.5,2019-Q1,rbnz-dashboard
SBS,standalone,Cash Position,139.4,2019-Q1,rbnz-dashboard
SBS,standalone,Net Loans and Advances,3977.5,2019-Q1,rbnz-dashboard
SBS,standalone,Deposits,3381.1,2019-Q1,rbnz-dashboard
SBS,standalone,Equity,325.3,2019-Q1,rbnz-dashboard
